,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance,maintainers
800,url-loader,4.1.1,A loader for webpack which transforms files into base64 URIs,['webpack'],"{'loader-utils': '^2.0.0', 'mime-types': '^2.1.27', 'schema-utils': '^3.0.0'}","{'@babel/cli': '^7.11.6', '@babel/core': '^7.11.6', '@babel/preset-env': '^7.11.5', '@commitlint/cli': '^11.0.0', '@commitlint/config-conventional': '^11.0.0', '@webpack-contrib/defaults': '^6.3.0', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-jest': '^26.5.2', 'cross-env': '^7.0.2', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'eslint': '^7.10.0', 'eslint-config-prettier': '^6.12.0', 'eslint-plugin-import': '^2.22.1', 'file-loader': '^6.1.0', 'husky': '^4.3.0', 'jest': '^26.5.2', 'lint-staged': '^10.4.0', 'memfs': '^3.2.0', 'mini-svg-data-uri': '^1.2.3', 'npm-run-all': '^4.1.5', 'prettier': '^2.1.2', 'standard-version': '^9.0.0', 'webpack': '^4.44.2'}",1621,30364098.333333332,60653.926674277,7679,0.9950622465614993,0.7223017031396362,0.999894531306083,"['247', '248', '45', '220', '246', '221']"
801,@angular/compiler,11.2.9,Angular - the compiler library,,{'tslib': '^2.0.0'},,94470,10677446.333333334,32633.92273592086,7588,0.7658936674519419,0.8110746582341173,0.6666666666666666,"['433', '212']"
802,postcss-loader,5.2.0,PostCSS loader for webpack,"['css', 'postcss', 'postcss-runner', 'webpack', 'webpack-loader']","{'cosmiconfig': '^7.0.0', 'klona': '^2.0.4', 'semver': '^7.3.4'}","{'@babel/cli': '^7.12.10', '@babel/core': '^7.12.10', '@babel/preset-env': '^7.12.11', '@commitlint/cli': '^11.0.0', '@commitlint/config-conventional': '^11.0.0', '@webpack-contrib/defaults': '^6.3.0', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-jest': '^26.6.3', 'cross-env': '^7.0.3', 'cssnano': '^4.1.10', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'eslint': '^7.17.0', 'eslint-config-prettier': '^7.1.0', 'eslint-plugin-import': '^2.22.1', 'husky': '^4.3.6', 'jest': '^26.6.3', 'less': '^4.0.0', 'less-loader': '^8.0.0', 'lint-staged': '^10.5.3', 'memfs': '^3.2.0', 'midas': '^2.0.3', 'npm-run-all': '^4.1.5', 'postcss': '^8.2.2', 'postcss-dark-theme-class': '^0.5.1', 'postcss-import': '^14.0.0', 'postcss-js': '^3.0.3', 'postcss-nested': '^5.0.3', 'postcss-short': '^5.0.0', 'prettier': '^2.2.1', 'sass': '^1.32.0', 'sass-loader': '^10.1.0', 'standard-version': '^9.1.0', 'strip-ansi': '^6.0.0', 'sugarss': '^3.0.3', 'webpack': '^5.11.1'}",3068,33899330.0,90425.97583713848,7328,0.9989269360115905,0.7570250255691302,0.9999410201853101,"['227', '246', '248']"
803,cosmiconfig,7.0.0,"Find and load configuration from a package.json property, rc file, or CommonJS module","['load', 'configuration', 'config']","{'@types/parse-json': '^4.0.0', 'import-fresh': '^3.2.1', 'parse-json': '^5.0.0', 'path-type': '^4.0.0', 'yaml': '^1.10.0'}","{'@babel/cli': '^7.10.4', '@babel/core': '^7.10.4', '@babel/preset-env': '^7.10.4', '@babel/preset-typescript': '^7.10.4', '@types/jest': '^26.0.4', '@types/node': '^14.0.22', '@typescript-eslint/eslint-plugin': '^3.6.0', '@typescript-eslint/parser': '^3.6.0', 'cross-env': '^7.0.2', 'del': '^5.1.0', 'del-cli': '^3.0.1', 'eslint': '^7.4.0', 'eslint-config-davidtheclark-node': '^0.2.2', 'eslint-config-prettier': '^6.11.0', 'eslint-plugin-import': '^2.22.0', 'eslint-plugin-jest': '^23.18.0', 'eslint-plugin-node': '^11.1.0', 'husky': '^4.2.5', 'jest': '^26.1.0', 'lint-staged': '^10.2.11', 'make-dir': '^3.1.0', 'parent-module': '^2.0.0', 'prettier': '^2.0.5', 'remark-preset-davidtheclark': '^0.12.0', 'typescript': '^3.9.6'}",2735,110383083.33333333,419789.23567351606,1191,0.9863536626453643,0.7340815020624025,0.999894531306083,"['559', '560']"
804,@types/parse-json,4.0.0,TypeScript definitions for parse-json,,,,0,286632.0,1562.247317351598,1,0.39898499391465847,0.1367742858911928,0.30387799781395525,['222']
805,yaml,1.10.2,JavaScript parser and stringifier for YAML,"['YAML', 'parser', 'stringifier']",,"{'@babel/core': '^7.12.10', '@babel/plugin-proposal-class-properties': '^7.12.1', '@babel/preset-env': '^7.12.11', '@rollup/plugin-babel': '^5.2.3', 'babel-eslint': '^10.1.0', 'babel-jest': '^26.6.3', 'babel-plugin-trace': '^1.1.0', 'common-tags': '^1.8.0', 'cross-env': '^7.0.3', 'eslint': '^7.19.0', 'eslint-config-prettier': '^7.2.0', 'fast-check': '^2.12.0', 'jest': '^26.6.3', 'prettier': '^2.2.1', 'rollup': '^2.38.2', 'typescript': '^4.1.3'}",432,39806123.666666664,183266.09459665138,1461,0.8713472465439125,0.6421125929675733,0.9997174779319076,['561']
806,klona,2.0.4,"A tiny (240B to 501B) and fast utility to ""deep clone"" Objects, Arrays, Dates, RegExps, and more!","['clone', 'copy', 'deep', 'extend', 'recursive', 'object']",,"{'bundt': '1.0.2', 'esm': '3.2.25', 'uvu': '0.3.3'}",950,10536340.0,110812.8973173516,38,0.8899478042605486,0.49504604199455177,0.999894531306083,['215']
807,@angular/forms,11.2.8,Angular - directives and services for creating forms,,{'tslib': '^2.0.0'},,11,7323480.333333333,11791.164478691018,7437,0.7122062962204305,0.5203657354263768,0.3333333333333333,"['433', '212']"
808,mongodb,3.6.6,The official MongoDB driver for Node.js,"['mongodb', 'driver', 'official']","{'bl': '^2.2.1', 'bson': '^1.1.4', 'denque': '^1.4.1', 'optional-require': '^1.0.2', 'safe-buffer': '^5.1.2', 'saslprep': '^1.0.0'}","{'chai': '^4.1.1', 'chai-subset': '^1.6.0', 'chalk': '^2.4.2', 'co': '4.6.0', 'coveralls': '^2.11.6', 'eslint': '^7.10.0', 'eslint-config-prettier': '^6.11.0', 'eslint-plugin-es': '^3.0.1', 'eslint-plugin-prettier': '^3.1.3', 'istanbul': '^0.4.5', 'jsdoc': '3.5.5', 'lodash.camelcase': '^4.3.0', 'mocha': '5.2.0', 'mocha-sinon': '^2.1.0', 'mongodb-extjson': '^2.1.1', 'mongodb-mock-server': '^1.0.1', 'prettier': '^1.19.1', 'semver': '^5.5.0', 'sinon': '^4.3.0', 'sinon-chai': '^3.2.0', 'snappy': '^6.3.4', 'spec-xunit-file': '0.0.1-3', 'standard-version': '^8.0.2', 'util.promisify': '^1.0.1', 'worker-farm': '^1.5.0', 'wtfnode': '^0.8.0', 'yargs': '^14.2.0'}",11368,10534578.666666666,24313.372678843225,6083,0.889266463453881,0.7288085054061609,0.9999246225491738,"['489', '490', '491', '492', '493']"
809,sass-loader,11.0.1,Sass loader for webpack,"['sass', 'libsass', 'webpack', 'loader']","{'klona': '^2.0.4', 'neo-async': '^2.6.2'}","{'@babel/cli': '^7.12.10', '@babel/core': '^7.12.10', '@babel/preset-env': '^7.12.11', '@commitlint/cli': '^11.0.0', '@commitlint/config-conventional': '^11.0.0', '@webpack-contrib/defaults': '^6.3.0', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-jest': '^26.6.3', 'bootstrap': '^4.5.3', 'bootstrap-sass': '^3.4.1', 'cross-env': '^7.0.3', 'css-loader': '^5.0.1', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'enhanced-resolve': '^5.5.0', 'eslint': '^7.13.0', 'eslint-config-prettier': '^7.1.0', 'eslint-plugin-import': '^2.22.1', 'fibers': '^5.0.0', 'file-loader': '^6.2.0', 'foundation-sites': '^6.6.3', 'husky': '^4.3.6', 'jest': '^26.6.3', 'lint-staged': '^10.5.4', 'material-components-web': '^8.0.0', 'memfs': '^3.2.0', 'node-sass': '^5.0.0', 'node-sass-glob-importer': '^5.3.2', 'npm-run-all': '^4.1.5', 'prettier': '^2.2.1', 'sass': '^1.32.0', 'semver': '^7.3.4', 'standard-version': '^9.1.0', 'style-loader': '^2.0.0', 'webpack': '^5.21.2'}",4143,38908653.666666664,99764.30955098936,7174,0.9975871570044483,0.7753391158906018,0.9999410146278274,"['248', '45', '220', '246', '247', '235', '562', '563', '564']"
810,bootstrap,4.6.0,"The most popular front-end framework for developing responsive, mobile first projects on the web.","['css', 'sass', 'mobile-first', 'responsive', 'front-end', 'framework', 'web']",,"{'@babel/cli': '^7.12.10', '@babel/core': '^7.12.10', '@babel/preset-env': '^7.12.11', '@rollup/plugin-babel': '^5.2.2', '@rollup/plugin-commonjs': '^17.0.0', '@rollup/plugin-node-resolve': '^11.0.1', 'autoprefixer': '^10.2.1', 'babel-plugin-istanbul': '^6.0.0', 'bundlewatch': '^0.3.1', 'clean-css-cli': '^4.3.0', 'cross-env': '^7.0.3', 'eslint': '^7.17.0', 'eslint-config-xo': '^0.34.0', 'eslint-plugin-import': '^2.22.1', 'eslint-plugin-unicorn': '^25.0.1', 'find-unused-sass-variables': '^3.1.0', 'glob': '^7.1.6', 'hammer-simulator': '0.0.1', 'hugo-bin': '^0.68.0', 'ip': '^1.1.5', 'jquery': '^3.5.1', 'karma': '^5.2.3', 'karma-browserstack-launcher': '1.4.0', 'karma-chrome-launcher': '^3.1.0', 'karma-coverage-istanbul-reporter': '^3.0.3', 'karma-detect-browsers': '^2.3.3', 'karma-firefox-launcher': '^2.1.0', 'karma-qunit': '^4.1.1', 'karma-sinon': '^1.0.5', 'linkinator': '^2.11.2', 'lockfile-lint': '^4.3.7', 'node-sass': '^5.0.0', 'nodemon': '^2.0.7', 'npm-run-all': '^4.1.5', 'popper.js': '^1.16.1', 'postcss': '^8.2.4', 'postcss-cli': '^8.3.1', 'qunit': '^2.14.0', 'rollup': '^2.36.1', 'shelljs': '^0.8.4', 'sinon': '^7.5.0', 'stylelint': '^13.8.0', 'stylelint-config-twbs-bootstrap': '^2.1.0', 'terser': '5.1.0', 'vnu-jar': '20.6.30'}",229135,12035211.0,20891.09823059359,6807,0.9254613995725207,0.806864450932913,0.9995240426594894,"['565', '566', '567']"
811,@angular/platform-browser-dynamic,11.2.8,Angular - library for using Angular in a web browser with JIT compilation,,{'tslib': '^2.0.0'},,94309,7299311.333333333,11968.895262557075,7335,0.7636460098127653,0.7732763360395599,0.6666666666666666,"['433', '212']"
812,request-promise,4.2.6,The simplified HTTP request client 'request' with Promise support. Powered by Bluebird.,"['xhr', 'http', 'https', 'promise', 'request', 'then', 'thenable', 'bluebird']","{'request-promise-core': '1.1.4', 'bluebird': '^3.5.0', 'stealthy-require': '^1.1.1', 'tough-cookie': '^2.3.3'}","{'body-parser': '~1.15.2', 'chai': '~3.5.0', 'chalk': '~1.1.3', 'gulp': '~3.9.1', 'gulp-coveralls': '~0.1.4', 'gulp-eslint': '~2.1.0', 'gulp-istanbul': '~1.0.0', 'gulp-mocha': '~2.2.0', 'lodash': '~4.13.1', 'publish-please': '~2.1.4', 'request': '^2.34.0', 'rimraf': '~2.5.3', 'run-sequence': '~1.2.2'}",5313,18019310.0,85218.97492389649,5706,0.6394764943069364,0.7428885414834527,0.3243928670284447,"['568', '31', '126', '569', '127', '570']"
813,request-promise-core,1.1.4,Core Promise support implementation for the simplified HTTP request client 'request'.,"['xhr', 'http', 'https', 'promise', 'request', 'then', 'thenable', 'core']",{'lodash': '^4.17.19'},"{'@request/api': '^0.6.0', '@request/client': '^0.1.0', 'bluebird': '~3.4.1', 'body-parser': '~1.15.2', 'chai': '~3.5.0', 'chalk': '~1.1.3', 'gulp': '~3.9.1', 'gulp-coveralls': '~0.1.4', 'gulp-eslint': '~2.1.0', 'gulp-istanbul': '~1.0.0', 'gulp-mocha': '~2.2.0', 'node-version': '~1.0.0', 'publish-please': '~2.4.1', 'request': '^2.34.0', 'rimraf': '~2.5.3', 'run-sequence': '~1.2.2', 'stealthy-require': '~1.0.0'}",56,62315702.666666664,217971.52267884323,76,0.9883321884477054,0.5213245613688999,0.9998651952945008,['568']
814,stealthy-require,1.1.1,The closest you can get to require something with bypassing the require cache,"['require', 'bypass', 'no', 'cache', 'fresh']",,"{'bcrypt': '~1.0.2', 'browserify': '~14.3.0', 'chai': '~3.5.0', 'chalk': '~1.1.3', 'gulp': '~3.9.1', 'gulp-coveralls': '~0.1.4', 'gulp-eslint': '~2.1.0', 'gulp-istanbul': '~1.1.1', 'gulp-mocha': '~3.0.1', 'mkdirp': '~0.5.1', 'publish-please': '~2.3.1', 'rimraf': '~2.6.1', 'run-sequence': '~1.2.2', 'webpack': '~1.15.0'}",24,47448619.666666664,149400.65580289194,66,0.9888747402721393,0.4912918914943505,0.9998651952945008,['568']
815,@babel/preset-env,7.13.8,A Babel preset for each environment.,,"{'@babel/compat-data': '^7.13.8', '@babel/helper-compilation-targets': '^7.13.8', '@babel/helper-plugin-utils': '^7.13.0', '@babel/helper-validator-option': '^7.12.17', '@babel/plugin-proposal-async-generator-functions': '^7.13.8', '@babel/plugin-proposal-class-properties': '^7.13.0', '@babel/plugin-proposal-dynamic-import': '^7.13.8', '@babel/plugin-proposal-export-namespace-from': '^7.12.13', '@babel/plugin-proposal-json-strings': '^7.13.8', '@babel/plugin-proposal-logical-assignment-operators': '^7.13.8', '@babel/plugin-proposal-nullish-coalescing-operator': '^7.13.8', '@babel/plugin-proposal-numeric-separator': '^7.12.13', '@babel/plugin-proposal-object-rest-spread': '^7.13.8', '@babel/plugin-proposal-optional-catch-binding': '^7.13.8', '@babel/plugin-proposal-optional-chaining': '^7.13.8', '@babel/plugin-proposal-private-methods': '^7.13.0', '@babel/plugin-proposal-unicode-property-regex': '^7.12.13', '@babel/plugin-syntax-async-generators': '^7.8.4', '@babel/plugin-syntax-class-properties': '^7.12.13', '@babel/plugin-syntax-dynamic-import': '^7.8.3', '@babel/plugin-syntax-export-namespace-from': '^7.8.3', '@babel/plugin-syntax-json-strings': '^7.8.3', '@babel/plugin-syntax-logical-assignment-operators': '^7.10.4', '@babel/plugin-syntax-nullish-coalescing-operator': '^7.8.3', '@babel/plugin-syntax-numeric-separator': '^7.10.4', '@babel/plugin-syntax-object-rest-spread': '^7.8.3', '@babel/plugin-syntax-optional-catch-binding': '^7.8.3', '@babel/plugin-syntax-optional-chaining': '^7.8.3', '@babel/plugin-syntax-top-level-await': '^7.12.13', '@babel/plugin-transform-arrow-functions': '^7.13.0', '@babel/plugin-transform-async-to-generator': '^7.13.0', '@babel/plugin-transform-block-scoped-functions': '^7.12.13', '@babel/plugin-transform-block-scoping': '^7.12.13', '@babel/plugin-transform-classes': '^7.13.0', '@babel/plugin-transform-computed-properties': '^7.13.0', '@babel/plugin-transform-destructuring': '^7.13.0', '@babel/plugin-transform-dotall-regex': '^7.12.13', '@babel/plugin-transform-duplicate-keys': '^7.12.13', '@babel/plugin-transform-exponentiation-operator': '^7.12.13', '@babel/plugin-transform-for-of': '^7.13.0', '@babel/plugin-transform-function-name': '^7.12.13', '@babel/plugin-transform-literals': '^7.12.13', '@babel/plugin-transform-member-expression-literals': '^7.12.13', '@babel/plugin-transform-modules-amd': '^7.13.0', '@babel/plugin-transform-modules-commonjs': '^7.13.8', '@babel/plugin-transform-modules-systemjs': '^7.13.8', '@babel/plugin-transform-modules-umd': '^7.13.0', '@babel/plugin-transform-named-capturing-groups-regex': '^7.12.13', '@babel/plugin-transform-new-target': '^7.12.13', '@babel/plugin-transform-object-super': '^7.12.13', '@babel/plugin-transform-parameters': '^7.13.0', '@babel/plugin-transform-property-literals': '^7.12.13', '@babel/plugin-transform-regenerator': '^7.12.13', '@babel/plugin-transform-reserved-words': '^7.12.13', '@babel/plugin-transform-shorthand-properties': '^7.12.13', '@babel/plugin-transform-spread': '^7.13.0', '@babel/plugin-transform-sticky-regex': '^7.12.13', '@babel/plugin-transform-template-literals': '^7.13.0', '@babel/plugin-transform-typeof-symbol': '^7.12.13', '@babel/plugin-transform-unicode-escapes': '^7.12.13', '@babel/plugin-transform-unicode-regex': '^7.12.13', '@babel/preset-modules': '^0.1.4', '@babel/types': '^7.13.0', 'babel-plugin-polyfill-corejs2': '^0.1.4', 'babel-plugin-polyfill-corejs3': '^0.1.3', 'babel-plugin-polyfill-regenerator': '^0.1.2', 'core-js-compat': '^3.9.0', 'semver': '^6.3.0'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13', '@babel/plugin-syntax-dynamic-import': '^7.8.3'}",44163,62041663.333333336,168539.79585235915,6895,0.901670134885141,0.891470903771646,0.8060431282470718,"['292', '277', '293', '294', '295', '296']"
816,@babel/helper-plugin-utils,7.13.0,General utilities for plugins to use,,,,44097,80598498.0,247063.47593226784,484,0.9016778983655862,0.7979429535668212,0.8030890109781055,"['292', '277', '293', '294', '295', '296']"
817,@babel/plugin-proposal-async-generator-functions,7.13.8,Turn async generator functions into ES2015 generators,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.13.0', '@babel/helper-remap-async-to-generator': '^7.13.0', '@babel/plugin-syntax-async-generators': '^7.8.4'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13', 'babel-plugin-polyfill-corejs3': '^0.1.3', 'core-js-pure': '^3.8.1'}",44156,47889427.333333336,142372.52389649925,95,0.9016778983655862,0.7269398888893777,0.8059700639664664,"['292', '277', '293', '294', '295', '296']"
818,@babel/helper-remap-async-to-generator,7.13.0,Helper function to remap async functions to generators,,"{'@babel/helper-annotate-as-pure': '^7.12.13', '@babel/helper-wrap-function': '^7.13.0', '@babel/types': '^7.13.0'}",{'@babel/traverse': '7.13.0'},44097,46512844.666666664,111434.33574961952,9,0.9016778983655862,0.6801552820351194,0.8030303629551133,"['292', '277', '293', '294', '295', '296']"
819,@babel/helper-annotate-as-pure,7.12.13,Helper function to annotate paths and nodes with #__PURE__ comment,,{'@babel/types': '^7.12.13'},,43944,49248181.666666664,114529.25043759518,42,0.9016778983655862,0.7063648433516982,0.7878873404844797,"['292', '277', '293', '294', '295', '296']"
820,@babel/helper-wrap-function,7.13.0,Helper to wrap functions inside a function call.,,"{'@babel/helper-function-name': '^7.12.13', '@babel/template': '^7.12.13', '@babel/traverse': '^7.13.0', '@babel/types': '^7.13.0'}",,44100,46279151.666666664,124175.77254566213,5,0.9016778983655862,0.6753656710954555,0.8033645829670717,"['292', '277', '293', '294', '295', '296']"
821,@babel/plugin-syntax-async-generators,7.8.4,Allow parsing of async generator functions,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.8.0'},{'@babel/core': '^7.8.0'},42726,41337816.333333336,155214.77985159814,44,0.8881540102909744,0.7057651914588547,0.8605930524134344,"['296', '295', '292', '277', '293', '294']"
822,@babel/plugin-proposal-class-properties,7.13.0,This plugin transforms static class properties as well as properties declared with the property initializer syntax,['babel-plugin'],"{'@babel/helper-create-class-features-plugin': '^7.13.0', '@babel/helper-plugin-utils': '^7.13.0'}","{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44101,51906084.0,205082.6622716895,3549,0.9016778983655862,0.8613752332894574,0.8033645829670717,"['292', '277', '293', '294', '295', '296']"
823,@babel/helper-create-class-features-plugin,7.13.8,"Compile class public and private fields, private methods and decorators to ES6","['babel', 'babel-plugin']","{'@babel/helper-function-name': '^7.12.13', '@babel/helper-member-expression-to-functions': '^7.13.0', '@babel/helper-optimise-call-expression': '^7.12.13', '@babel/helper-replace-supers': '^7.13.0', '@babel/helper-split-export-declaration': '^7.12.13'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13', '@babel/preset-env': '7.13.8'}",44154,47945733.0,183974.55439497717,9,0.8040086849465913,0.6898330544753091,0.8060431282470718,"['292', '277', '293', '294', '295', '296']"
824,@babel/plugin-proposal-dynamic-import,7.13.8,Transform import() expressions,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.13.0', '@babel/plugin-syntax-dynamic-import': '^7.8.3'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13'}",44154,43556114.0,139001.72770167427,26,0.8040086849465913,0.697201720564672,0.8060431282470718,"['292', '277', '293', '294', '295', '296']"
825,@babel/plugin-syntax-dynamic-import,7.8.3,Allow parsing of import(),['babel-plugin'],{'@babel/helper-plugin-utils': '^7.8.0'},{'@babel/core': '^7.8.0'},42907,39905202.333333336,123960.41261415521,1832,0.8881540102909744,0.815445452841555,0.8471951828131583,"['296', '295', '292', '277', '293', '294']"
826,@babel/plugin-proposal-export-namespace-from,7.12.13,Compile export namespace to ES2015,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.12.13', '@babel/plugin-syntax-export-namespace-from': '^7.8.3'}","{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43942,27860561.333333332,235275.86904490108,681,0.9016778983655862,0.7739177127278123,0.8030194276505476,"['292', '277', '293', '294', '295', '296']"
827,@babel/plugin-syntax-export-namespace-from,7.8.3,Allow parsing of export namespace from,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.8.3'},{'@babel/core': '^7.8.3'},42618,4081449.3333333335,51268.204509132425,16,0.9570680242398103,0.5729814794485505,0.8664240141334693,"['296', '295', '292', '277', '293', '294']"
828,@babel/plugin-proposal-json-strings,7.13.8,Escape U+2028 LINE SEPARATOR and U+2029 PARAGRAPH SEPARATOR in JS strings,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.13.0', '@babel/plugin-syntax-json-strings': '^7.8.3'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13'}",44156,46597386.333333336,137445.61573439877,363,0.9016778983655862,0.763031505924821,0.8059700639664664,"['292', '277', '293', '294', '295', '296']"
829,@babel/plugin-syntax-json-strings,7.8.3,Allow parsing of the U+2028 LINE SEPARATOR and U+2029 PARAGRAPH SEPARATOR in JS strings,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.8.0'},{'@babel/core': '^7.8.0'},42618,39763970.333333336,159199.71645738208,13,0.8881540102909744,0.6847203351288381,0.8664240141334693,"['296', '295', '292', '277', '293', '294']"
830,@babel/plugin-proposal-logical-assignment-operators,7.13.8,Transforms logical assignment operators into short-circuited assignments,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.13.0', '@babel/plugin-syntax-logical-assignment-operators': '^7.10.4'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13', '@babel/plugin-proposal-nullish-coalescing-operator': '7.13.8', '@babel/plugin-syntax-nullish-coalescing-operator': '^7.8.3'}",44154,29901217.333333332,284561.06027397263,279,0.9016778983655862,0.7491174547603248,0.8060431282470718,"['292', '277', '293', '294', '295', '296']"
831,@babel/plugin-syntax-logical-assignment-operators,7.10.4,Allow parsing of the logical assignment operators,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.10.4'},{'@babel/core': '^7.10.4'},42865,18655761.0,204800.69752663624,4,0.9570680242398103,0.6454151899279242,0.8629188335094582,"['293', '294', '292', '296', '277', '295']"
832,@babel/plugin-proposal-nullish-coalescing-operator,7.13.8,Remove nullish coalescing operator,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.13.0', '@babel/plugin-syntax-nullish-coalescing-operator': '^7.8.3'}","{'@babel/core': '7.13.8', '@babel/helper-plugin-test-runner': '7.12.13'}",44154,47143034.333333336,210248.9652207002,713,0.9016778983655862,0.7936375397022464,0.8059700639664664,"['292', '277', '293', '294', '295', '296']"
833,@babel/plugin-syntax-nullish-coalescing-operator,7.8.3,Allow parsing of the nullish-coalescing operator,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.8.0'},{'@babel/core': '^7.8.0'},42727,33388873.333333332,240725.50232115676,26,0.8881540102909744,0.6949801113250517,0.8560102810764948,"['296', '295', '292', '277', '293', '294']"
834,@babel/plugin-proposal-numeric-separator,7.12.13,"Remove numeric separators from Decimal, Binary, Hex and Octal literals",['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.12.13', '@babel/plugin-syntax-numeric-separator': '^7.10.4'}","{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43942,44352496.0,228728.8471461187,470,0.9016778983655862,0.7777689529194618,0.8070247679800514,"['292', '277', '293', '294', '295', '296']"
835,@babel/plugin-syntax-numeric-separator,7.10.4,"Allow parsing of Decimal, Binary, Hex and Octal literals that contain a Numeric Literal Separator",['babel-plugin'],{'@babel/helper-plugin-utils': '^7.10.4'},{'@babel/core': '^7.10.4'},44445,49097784.0,181882.34219939116,19,0.9572808956853726,0.7009049269832529,0.672190838645287,"['293', '294', '292', '296', '277', '295']"
836,@babel/plugin-proposal-object-rest-spread,7.13.0,Compile object rest and spread to ES5,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.13.0', '@babel/plugin-syntax-object-rest-spread': '^7.8.0', '@babel/plugin-transform-parameters': '^7.13.0'}","{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44098,56860243.0,102631.11596270924,1512,0.9016778983655862,0.8167944668303911,0.8030890008560618,"['292', '277', '293', '294', '295', '296']"
837,@babel/plugin-syntax-object-rest-spread,7.8.3,Allow parsing of object rest/spread,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.8.0'},{'@babel/core': '^7.8.0'},42752,46631245.333333336,165656.16988203954,99,0.8881540102909744,0.7286179444060604,0.8546276611404348,"['296', '295', '292', '277', '293', '294']"
838,@babel/plugin-transform-parameters,7.13.0,Compile ES2015 default and rest parameters to ES5,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.13.0'},"{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13'}",44097,49031628.333333336,104578.01139649918,76,0.9016778983655862,0.7169245743221305,0.8030303629551133,"['292', '277', '293', '294', '295', '296']"
839,@babel/plugin-proposal-optional-catch-binding,7.12.13,Compile optional catch bindings,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.12.13', '@babel/plugin-syntax-optional-catch-binding': '^7.8.0'}","{'@babel/core': '7.12.13', '@babel/helper-plugin-test-runner': '7.12.13'}",43942,44757515.0,85395.37014840177,99,0.9016778983655862,0.715922441126216,0.7856680335655776,"['292', '277', '293', '294', '295', '296']"
840,@babel/plugin-syntax-optional-catch-binding,7.8.3,Allow parsing of optional catch bindings,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.8.0'},{'@babel/core': '^7.8.0'},42618,40635669.333333336,158431.80281582952,25,0.8881540102909744,0.6952802379675731,0.8664240141334693,"['296', '295', '292', '277', '293', '294']"
841,@babel/plugin-proposal-optional-chaining,7.13.0,Transform optional chaining operators into a series of nil checks,['babel-plugin'],"{'@babel/helper-plugin-utils': '^7.13.0', '@babel/helper-skip-transparent-expression-wrappers': '^7.12.1', '@babel/plugin-syntax-optional-chaining': '^7.8.0'}","{'@babel/core': '7.13.0', '@babel/helper-plugin-test-runner': '7.12.13', '@babel/plugin-transform-block-scoping': '7.12.13'}",44096,50737047.333333336,209733.77332572296,1039,0.9016778983655862,0.8102961308072267,0.802750576444516,"['292', '277', '293', '294', '295', '296']"
842,@babel/helper-skip-transparent-expression-wrappers,7.12.1,Helper which skips types and parentheses,,{'@babel/types': '^7.12.1'},{'@babel/traverse': '^7.12.1'},43978,31592966.666666668,292521.42334474885,2,0.8040086849465913,0.6659601924835998,0.8014689322033555,"['296', '295', '292', '277', '293', '294']"
843,@babel/plugin-syntax-optional-chaining,7.8.3,Allow parsing of optional properties,['babel-plugin'],{'@babel/helper-plugin-utils': '^7.8.0'},{'@babel/core': '^7.8.0'},42618,32569243.0,241683.6393074581,35,0.8881540102909744,0.6991991844221148,0.8664240141334693,"['296', '295', '292', '277', '293', '294']"
