,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance
1091,@jest/test-sequencer,26.6.3,,,"{'@jest/test-result': '^26.6.2', 'graceful-fs': '^4.2.4', 'jest-haste-map': '^26.6.2', 'jest-runner': '^26.6.3', 'jest-runtime': '^26.6.3'}",{'@types/graceful-fs': '^4.1.3'},40116,37734100.666666664,117618.5103310502,2,0.7549369484512842,0.6561026454745962,0.8071064494407096
1092,jest-runner,26.6.3,,,"{'@jest/console': '^26.6.2', '@jest/environment': '^26.6.2', '@jest/test-result': '^26.6.2', '@jest/types': '^26.6.2', '@types/node': '*', 'chalk': '^4.0.0', 'emittery': '^0.7.1', 'exit': '^0.1.2', 'graceful-fs': '^4.2.4', 'jest-config': '^26.6.3', 'jest-docblock': '^26.0.0', 'jest-haste-map': '^26.6.2', 'jest-leak-detector': '^26.6.2', 'jest-message-util': '^26.6.2', 'jest-resolve': '^26.6.2', 'jest-runtime': '^26.6.3', 'jest-util': '^26.6.2', 'jest-worker': '^26.6.2', 'source-map-support': '^0.5.6', 'throat': '^5.0.0'}","{'@types/exit': '^0.1.30', '@types/graceful-fs': '^4.1.2', '@types/source-map-support': '^0.5.0', 'jest-circus': '^26.6.3'}",40369,45390265.333333336,129351.37292617955,78,0.6678954232444134,0.7161926306132491,0.7958096693255521
1093,@jest/environment,26.6.2,,,"{'@jest/fake-timers': '^26.6.2', '@jest/types': '^26.6.2', '@types/node': '*', 'jest-mock': '^26.6.2'}",,40259,42388253.666666664,157729.28226788435,18,0.6946007551645264,0.6898137648701528,0.7992421977986657
1094,@jest/fake-timers,26.6.2,,,"{'@jest/types': '^26.6.2', '@sinonjs/fake-timers': '^6.0.1', '@types/node': '*', 'jest-message-util': '^26.6.2', 'jest-mock': '^26.6.2', 'jest-util': '^26.6.2'}","{'@types/sinonjs__fake-timers': '^6.0.1', 'jest-snapshot-serializer-raw': '^1.1.0'}",40357,49536088.0,167628.79240867583,12,0.6610288808241659,0.6904753356301225,0.7966339310681596
1095,@sinonjs/fake-timers,7.0.2,Fake JavaScript timers,,{'@sinonjs/commons': '^1.7.0'},"{'@sinonjs/referee-sinon': '6.0.1', 'eslint': '6.8.0', 'eslint-config-prettier': '6.10.0', 'eslint-config-sinon': '3.0.1', 'eslint-plugin-ie11': '1.0.0', 'eslint-plugin-mocha': '6.2.2', 'eslint-plugin-prettier': '3.1.1', 'husky': '4.2.1', 'jsdom': '15.1.1', 'lint-staged': '10.0.7', 'mocha': '7.0.1', 'mochify': '6.6.0', 'nyc': '14.1.1', 'prettier': '1.19.1', 'typescript': '4.1.3'}",721,18277143.333333332,115076.88854642313,6,0.9842709543325604,0.4835320397820557,0.9971899402475587
1096,@sinonjs/commons,1.8.2,Simple functions shared among the sinon end user libraries,,{'type-detect': '4.0.8'},"{'@sinonjs/eslint-plugin-no-prototype-methods': '^0.1.0', '@sinonjs/referee-sinon': '7.0.2', '@studio/changes': '^2.0.0', 'eslint': '^6.1.0', 'eslint-config-prettier': '^6.3.0', 'eslint-config-sinon': '^4.0.0', 'eslint-plugin-ie11': '^1.0.0', 'eslint-plugin-jsdoc': '^22.1.0', 'eslint-plugin-mocha': '^6.1.1', 'eslint-plugin-prettier': '^3.0.0', 'husky': '4.2.3', 'jsverify': '0.8.4', 'knuth-shuffle': '^1.0.8', 'lint-staged': '10.1.1', 'mocha': '7.1.0', 'nyc': '15.0.0', 'prettier': '^1.14.3', 'typescript': '^4.1.3'}",20,33416581.666666668,163442.47155631657,9,0.9854668018026734,0.4447715595941248,0.999894531306083
1097,type-detect,4.0.8,Improved typeof detection for node.js and the browser.,"['type', 'typeof', 'types']",,"{'@commitlint/cli': '^4.2.2', 'benchmark': '^2.1.0', 'buble': '^0.16.0', 'codecov': '^3.0.0', 'commitlint-config-angular': '^4.2.1', 'cross-env': '^5.1.1', 'eslint': '^4.10.0', 'eslint-config-strict': '^14.0.0', 'eslint-plugin-filenames': '^1.2.0', 'husky': '^0.14.3', 'karma': '^1.7.1', 'karma-chrome-launcher': '^2.2.0', 'karma-coverage': '^1.1.1', 'karma-detect-browsers': '^2.2.5', 'karma-edge-launcher': '^0.4.2', 'karma-firefox-launcher': '^1.0.1', 'karma-ie-launcher': '^1.0.0', 'karma-mocha': '^1.3.0', 'karma-opera-launcher': '^1.0.0', 'karma-safari-launcher': '^1.0.0', 'karma-safaritechpreview-launcher': '0.0.6', 'karma-sauce-launcher': '^1.2.0', 'mocha': '^4.0.1', 'nyc': '^11.3.0', 'rollup': '^0.50.0', 'rollup-plugin-buble': '^0.16.0', 'rollup-plugin-commonjs': '^8.2.6', 'rollup-plugin-istanbul': '^1.1.0', 'rollup-plugin-node-resolve': '^3.0.0', 'semantic-release': '^8.2.0', 'simple-assert': '^1.0.0'}",165,40770496.333333336,124138.0511796042,173,0.989472659492533,0.539235987716363,0.999894531306083
1098,jest-mock,26.6.2,## API,,"{'@jest/types': '^26.6.2', '@types/node': '*'}",,40370,52324734.0,146459.6702245053,107,0.6946007551645264,0.7305708586987278,0.7958096693255521
1099,emittery,0.8.1,Simple and modern async event emitter,"['event', 'emitter', 'eventemitter', 'events', 'async', 'emit', 'on', 'once', 'off', 'listener', 'subscribe', 'unsubscribe', 'pubsub', 'tiny', 'addlistener', 'addeventlistener', 'dispatch', 'dispatcher', 'observer', 'trigger', 'await', 'promise', 'typescript', 'ts', 'typed']",,"{'@types/node': '^13.7.5', 'ava': '^2.4.0', 'delay': '^4.3.0', 'nyc': '^15.0.0', 'p-event': '^4.1.0', 'tsd': '^0.14.0', 'xo': '^0.36.1'}",1223,19694862.333333332,178256.83751902587,157,0.8051400876976327,0.5701733867670089,0.6660271349935238
1100,jest-leak-detector,26.6.2,Module for verifying whether an object has been garbage collected or not.,,"{'jest-get-type': '^26.3.0', 'pretty-format': '^26.6.2'}","{'@types/weak-napi': '^2.0.0', 'weak-napi': '^2.0.1'}",40259,42344012.666666664,135341.21126331814,49,0.7549369484512842,0.7046025416845709,0.7992421977986657
1101,jest-get-type,26.3.0,A utility function to get the type of a value,,,,40369,69107193.66666667,200124.36586757982,84,0.7549369484512842,0.7382129905559808,0.7863664405378833
1102,jest-runtime,26.6.3,,,"{'@jest/console': '^26.6.2', '@jest/environment': '^26.6.2', '@jest/fake-timers': '^26.6.2', '@jest/globals': '^26.6.2', '@jest/source-map': '^26.6.2', '@jest/test-result': '^26.6.2', '@jest/transform': '^26.6.2', '@jest/types': '^26.6.2', '@types/yargs': '^15.0.0', 'chalk': '^4.0.0', 'cjs-module-lexer': '^0.6.0', 'collect-v8-coverage': '^1.0.0', 'exit': '^0.1.2', 'glob': '^7.1.3', 'graceful-fs': '^4.2.4', 'jest-config': '^26.6.3', 'jest-haste-map': '^26.6.2', 'jest-message-util': '^26.6.2', 'jest-mock': '^26.6.2', 'jest-regex-util': '^26.0.0', 'jest-resolve': '^26.6.2', 'jest-snapshot': '^26.6.2', 'jest-util': '^26.6.2', 'jest-validate': '^26.6.2', 'slash': '^3.0.0', 'strip-bom': '^4.0.0', 'yargs': '^15.4.1'}","{'@jest/test-utils': '^26.6.2', '@types/exit': '^0.1.30', '@types/glob': '^7.1.1', '@types/graceful-fs': '^4.1.2', '@types/node': '^14.0.27', 'execa': '^4.0.0', 'jest-environment-node': '^26.6.2', 'jest-snapshot-serializer-raw': '^1.1.0'}",40358,45723446.0,134718.9207191781,83,0.7489449032344352,0.7185733589831799,0.7966339310681596
1103,@jest/globals,26.6.2,,,"{'@jest/environment': '^26.6.2', '@jest/types': '^26.6.2', 'expect': '^26.6.2'}",,40357,27889117.333333332,195640.6756278539,25,0.7522450137798173,0.6827483047391902,0.7966339310681596
1104,expect,26.6.2,This package exports the `expect` function used in [Jest](https://jestjs.io/). You can find its documentation [on Jest's website](https://jestjs.io/docs/en/expect.html).,,"{'@jest/types': '^26.6.2', 'ansi-styles': '^4.0.0', 'jest-get-type': '^26.3.0', 'jest-matcher-utils': '^26.6.2', 'jest-message-util': '^26.6.2', 'jest-regex-util': '^26.0.0'}","{'@jest/test-utils': '^26.6.2', 'chalk': '^4.0.0', 'fast-check': '^2.0.0', 'immutable': '^4.0.0-rc.12'}",40427,50166144.333333336,145564.1429414003,376,0.7460290585710639,0.7650346068416012,0.7958096693255521
1105,jest-matcher-utils,26.6.2,A set of utility functions for expect and related packages,,"{'chalk': '^4.0.0', 'jest-diff': '^26.6.2', 'jest-get-type': '^26.3.0', 'pretty-format': '^26.6.2'}","{'@jest/test-utils': '^26.6.2', '@types/node': '*'}",40369,55650638.0,150357.23873668193,143,0.7549369484512842,0.7403621362417248,0.7958096693255521
1106,jest-diff,26.6.2,Display differences clearly so people can review changes confidently.,,"{'chalk': '^4.0.0', 'diff-sequences': '^26.6.2', 'jest-get-type': '^26.3.0', 'pretty-format': '^26.6.2'}","{'@jest/test-utils': '^26.6.2', 'strip-ansi': '^6.0.0'}",40369,66668976.333333336,186607.18972602743,183,0.7549369484512842,0.7559704267016916,0.7958096693255521
1107,diff-sequences,26.6.2,Compare items in two sequences to find a longest common subsequence,"['fast', 'linear', 'space', 'callback', 'diff']",,"{'benchmark': '^2.1.4', 'diff': '^4.0.1', 'fast-check': '^2.0.0'}",40369,60135739.666666664,198215.0114916286,50,0.7549369484512842,0.7228508571460125,0.7952790796990902
1108,@jest/source-map,26.6.2,,,"{'callsites': '^3.0.0', 'graceful-fs': '^4.2.4', 'source-map': '^0.6.0'}",{'@types/graceful-fs': '^4.1.2'},39781,40665568.0,133502.80175038043,2,0.7460290585710639,0.6608455673018189,0.8285384420955955
1109,cjs-module-lexer,1.1.1,"Lexes CommonJS modules, returning their named exports metadata",,,"{'@babel/cli': '^7.5.5', '@babel/core': '^7.5.5', '@babel/plugin-transform-modules-commonjs': '^7.5.0', 'kleur': '^2.0.2', 'mocha': '^5.2.0', 'terser': '^4.1.4'}",110,18229752.333333332,189966.06988203956,17,0.9139327215938441,0.45819489422584264,0.999953958560756
1110,jest-snapshot,26.6.2,,,"{'@babel/types': '^7.0.0', '@jest/types': '^26.6.2', '@types/babel__traverse': '^7.0.4', '@types/prettier': '^2.0.0', 'chalk': '^4.0.0', 'expect': '^26.6.2', 'graceful-fs': '^4.2.4', 'jest-diff': '^26.6.2', 'jest-get-type': '^26.3.0', 'jest-haste-map': '^26.6.2', 'jest-matcher-utils': '^26.6.2', 'jest-message-util': '^26.6.2', 'jest-resolve': '^26.6.2', 'natural-compare': '^1.4.0', 'pretty-format': '^26.6.2', 'semver': '^7.3.2'}","{'@babel/traverse': '^7.3.4', '@jest/test-utils': '^26.6.2', '@types/graceful-fs': '^4.1.3', '@types/natural-compare': '^1.4.0', '@types/semver': '^7.1.0', 'ansi-regex': '^5.0.0', 'ansi-styles': '^4.2.0', 'prettier': '^1.19.1'}",40118,43075211.0,103183.39212328772,102,0.7296702180746517,0.7162795506554757,0.8071064494407096
1111,@types/prettier,1.12.0,TypeScript definitions for prettier,,,,0,101510.33333333333,974.6255898021309,13,0.39898499391465847,0.1352574785344816,0.3333333333333333
1112,jest-validate,26.6.2,"Generic configuration validation tool that helps you with warnings, errors and deprecation messages as well as showing users examples of correct configuration.",,"{'@jest/types': '^26.6.2', 'camelcase': '^6.0.0', 'chalk': '^4.0.0', 'jest-get-type': '^26.3.0', 'leven': '^3.1.0', 'pretty-format': '^26.6.2'}",{'@types/yargs': '^15.0.3'},40257,47010920.666666664,122052.6380707763,118,0.7549369484512842,0.726134159156815,0.7994774728897671
1113,jest-environment-jsdom,26.6.2,,,"{'@jest/environment': '^26.6.2', '@jest/fake-timers': '^26.6.2', '@jest/types': '^26.6.2', '@types/node': '*', 'jest-mock': '^26.6.2', 'jest-util': '^26.6.2', 'jsdom': '^16.4.0'}","{'@jest/test-utils': '^26.6.2', '@types/jsdom': '^16.2.4'}",40357,47051547.666666664,136992.49575722986,88,0.6946007551645264,0.7211989647659648,0.7966339310681596
1114,jsdom,16.5.2,A JavaScript implementation of many web standards,"['dom', 'html', 'whatwg', 'w3c']","{'abab': '^2.0.5', 'acorn': '^8.1.0', 'acorn-globals': '^6.0.0', 'cssom': '^0.4.4', 'cssstyle': '^2.3.0', 'data-urls': '^2.0.0', 'decimal.js': '^10.2.1', 'domexception': '^2.0.1', 'escodegen': '^2.0.0', 'html-encoding-sniffer': '^2.0.1', 'is-potential-custom-element-name': '^1.0.0', 'nwsapi': '^2.2.0', 'parse5': '6.0.1', 'request': '^2.88.2', 'request-promise-native': '^1.0.9', 'saxes': '^5.0.1', 'symbol-tree': '^3.2.4', 'tough-cookie': '^4.0.0', 'w3c-hr-time': '^1.0.2', 'w3c-xmlserializer': '^2.0.0', 'webidl-conversions': '^6.1.0', 'whatwg-encoding': '^1.0.5', 'whatwg-mimetype': '^2.3.0', 'whatwg-url': '^8.5.0', 'ws': '^7.4.4', 'xml-name-validator': '^3.0.0'}","{'@domenic/eslint-config': '^1.1.0', 'benchmark': '^2.1.4', 'browserify': '^17.0.0', 'chai': '^4.3.4', 'eslint': '^7.23.0', 'eslint-plugin-html': '^6.1.2', 'eslint-plugin-jsdom-internal': 'link:./scripts/eslint-plugin', 'js-yaml': '^4.0.0', 'karma': '^6.3.1', 'karma-browserify': '^8.0.0', 'karma-chrome-launcher': '^3.1.0', 'karma-mocha': '^2.0.1', 'karma-mocha-webworker': '^1.3.0', 'minimatch': '^3.0.4', 'mocha': '^8.3.2', 'mocha-sugar-free': '^1.4.0', 'optimist': '0.6.1', 'rimraf': '^3.0.2', 'server-destroy': '^1.0.1', 'st': '^2.0.0', 'watchify': '^4.0.0', 'wd': '^1.14.0', 'webidl2js': '^16.2.0'}",17552,60738728.0,149849.5849885845,3407,0.8448893104859356,0.8271160044346959,0.6666666666666666
1115,abab,2.0.5,WHATWG spec-compliant implementations of window.atob and window.btoa.,"['atob', 'btoa', 'browser']",,"{'eslint': '^4.19.1', 'karma': '^2.0.0', 'karma-cli': '^1.0.1', 'karma-firefox-launcher': '^1.1.0', 'karma-mocha': '^1.3.0', 'karma-webpack': '^3.0.0', 'mocha': '^5.1.0', 'webpack': '^4.5.0'}",99,46185289.333333336,124526.76767503796,150,0.9654687553180948,0.5293907723218402,0.999894531306083
1116,acorn-globals,6.0.0,Detect global variables in JavaScript using acorn,"['ast', 'variable', 'name', 'lexical', 'scope', 'local', 'global', 'implicit']","{'acorn': '^7.1.1', 'acorn-walk': '^7.1.1'}",{'testit': '^3.1.0'},62,50886910.333333336,121447.87421993917,112,0.8910619625467349,0.5163042779988262,0.999894531306083
1117,acorn-walk,8.0.2,ECMAScript (ESTree) AST walker,,,,7902,58957037.666666664,181506.47087138513,290,0.8688843753841221,0.7023320871776538,0.9958638271365121
1118,cssom,0.4.4,CSS Object Model implementation and CSS parser,"['CSS', 'CSSOM', 'parser', 'styleSheet']",,,828,70519317.33333333,257205.77239345515,194,0.7169626176049286,0.6142242156803547,0.2778293460904292
1119,cssstyle,2.3.0,CSSStyleDeclaration Object Model implementation,"['CSS', 'CSSStyleDeclaration', 'StyleSheet']",{'cssom': '~0.3.6'},"{'babel-generator': '~6.26.1', 'babel-traverse': '~6.26.0', 'babel-types': '~6.26.0', 'babylon': '~6.18.0', 'eslint': '~6.0.0', 'eslint-config-prettier': '~6.0.0', 'eslint-plugin-prettier': '~3.1.0', 'jest': '^24.8.0', 'npm-run-all': '^4.1.5', 'prettier': '~1.18.0', 'request': '^2.88.0', 'resolve': '~1.11.1'}",157,50590222.666666664,115999.37773972604,125,0.9639296776408374,0.5357300867451964,0.504366743895136
1120,data-urls,2.0.0,Parses data: URLs,"['data url', 'data uri', 'data:', 'http', 'fetch', 'whatwg']","{'abab': '^2.0.3', 'whatwg-mimetype': '^2.3.0', 'whatwg-url': '^8.0.0'}","{'eslint': '^6.8.0', 'jest': '^24.9.0', 'request': '^2.88.0'}",59,42710007.0,120961.1213660579,86,0.8699497577759701,0.5030970385099602,0.9998651952945008
1121,whatwg-mimetype,2.3.0,"Parses, serializes, and manipulates MIME types, according to the WHATWG MIME Sniffing Standard","['content-type', 'mime type', 'mimesniff', 'http', 'whatwg']",,"{'eslint': '^5.9.0', 'jest': '^23.6.0', 'printable-string': '^0.3.0', 'request': '^2.88.0', 'whatwg-encoding': '^1.0.5'}",77,39557987.333333336,134968.13234398776,90,0.8699497577759701,0.5079601129516057,0.999894531306083
1122,whatwg-url,8.5.0,An implementation of the WHATWG URL Standard's URL API and parsing machinery,,"{'lodash': '^4.7.0', 'tr46': '^2.0.2', 'webidl-conversions': '^6.1.0'}","{'browserify': '^17.0.0', 'domexception': '^2.0.1', 'eslint': '^7.20.0', 'glob': '^7.1.6', 'got': '^11.8.1', 'jest': '^26.6.3', 'recast': '^0.20.4', 'webidl2js': '^16.2.0'}",330,73397965.66666667,192259.70793378993,222,0.8348371147464844,0.5886807853811558,0.999894531306083
1123,tr46,2.0.2,An implementation of the Unicode UTS #46: Unicode IDNA Compatibility Processing,"['unicode', 'tr46', 'uts46', 'punycode', 'url', 'whatwg']",{'punycode': '^2.1.1'},"{'eslint': '^6.8.0', 'mocha': '^6.2.2', 'node-fetch': '^2.6.0', 'pump': '^3.0.0', 'regenerate': '^1.4.0', 'unicode-12.1.0': '^0.8.0'}",25,54985914.666666664,200069.72726407915,65,0.8699497577759701,0.5009699260673534,0.999894531306083
1124,webidl-conversions,6.1.0,Implements the WebIDL algorithms for converting to and from JavaScript values,"['webidl', 'web', 'types']",,"{'eslint': '^6.8.0', 'mocha': '^7.1.1', 'nyc': '^15.0.0'}",45,75140327.66666667,356035.5418378995,106,0.8348371147464844,0.5365770759912165,0.999894531306083
1125,decimal.js,10.2.1,An arbitrary-precision Decimal type for JavaScript.,"['arbitrary', 'precision', 'arithmetic', 'big', 'number', 'decimal', 'float', 'biginteger', 'bigdecimal', 'bignumber', 'bigint', 'bignum']",,,4548,23416740.0,168368.67969939118,435,0.9237274723167552,0.6574156766865078,0.999894531306083
1126,domexception,2.0.1,An implementation of the DOMException class from browsers,"['dom', 'webidl', 'web idl', 'domexception', 'error', 'exception']",{'webidl-conversions': '^5.0.0'},"{'eslint': '^6.7.2', 'mkdirp': '^0.5.1', 'mocha': '^6.2.2', 'request': '^2.88.0', 'webidl2js': '^12.0.0'}",22,40448886.333333336,122021.2961757991,101,0.8610418678957498,0.4907740855967367,0.9998651952945008
1127,escodegen,2.0.0,ECMAScript code generator,,"{'estraverse': '^5.2.0', 'esutils': '^2.0.2', 'esprima': '^4.0.1', 'optionator': '^0.8.1', 'source-map': '~0.6.1'}","{'acorn': '^7.3.1', 'bluebird': '^3.4.7', 'bower-registry-client': '^1.0.0', 'chai': '^4.2.0', 'chai-exclude': '^2.0.2', 'commonjs-everywhere': '^0.9.7', 'gulp': '^3.8.10', 'gulp-eslint': '^3.0.1', 'gulp-mocha': '^3.0.1', 'semver': '^5.1.0'}",2628,62109346.0,126369.39160958893,1251,0.8910619625467349,0.7046804560847513,0.600461596879078
1128,esprima,4.0.1,ECMAScript parsing infrastructure for multipurpose analysis,"['ast', 'ecmascript', 'esprima', 'javascript', 'parser', 'syntax']",,"{'codecov.io': '~0.1.6', 'escomplex-js': '1.2.0', 'everything.js': '~1.0.3', 'glob': '~7.1.0', 'istanbul': '~0.4.0', 'json-diff': '~0.3.1', 'karma': '~1.3.0', 'karma-chrome-launcher': '~2.0.0', 'karma-detect-browsers': '~2.2.3', 'karma-edge-launcher': '~0.2.0', 'karma-firefox-launcher': '~1.0.0', 'karma-ie-launcher': '~1.0.0', 'karma-mocha': '~1.3.0', 'karma-safari-launcher': '~1.0.0', 'karma-safaritechpreview-launcher': '~0.0.4', 'karma-sauce-launcher': '~1.1.0', 'lodash': '~3.10.1', 'mocha': '~3.2.0', 'node-tick-processor': '~0.0.2', 'regenerate': '~1.3.2', 'temp': '~0.8.3', 'tslint': '~5.1.0', 'typescript': '~2.3.2', 'typescript-formatter': '~5.1.3', 'unicode-8.0.0': '~0.7.0', 'webpack': '~1.14.0'}",7130,111286086.66666667,188236.00753424654,1821,0.9820143552131192,0.7816704333425071,0.33070790846679443
1129,html-encoding-sniffer,2.0.1,Sniff the encoding from a HTML byte stream,"['encoding', 'html']",{'whatwg-encoding': '^1.0.5'},"{'eslint': '^6.8.0', 'mocha': '^7.0.0'}",25,45505859.666666664,154303.58711948246,96,0.8699497577759701,0.4994576583384736,0.999894531306083
1130,whatwg-encoding,1.0.5,Decode strings according to the WHATWG Encoding Standard,"['encoding', 'whatwg']",{'iconv-lite': '0.4.24'},"{'eslint': '^5.3.0', 'got': '^9.0.0', 'mocha': '^5.2.0'}",31,39038005.0,119447.75757229835,103,0.8610418678957498,0.4941416513871514,0.999894531306083
1131,is-potential-custom-element-name,1.0.0,Check whether a given string matches the `PotentialCustomElementName` production as defined in the HTML Standard.,"['html', 'custom element', 'custom element name', 'web components']",,"{'mocha': '^2.2.1', 'regenerate': '^1.3.1'}",11,20835188.0,166374.97311643834,30,0.9554165595786436,0.4371583867712569,0.9998651952945008
1132,nwsapi,2.2.0,Fast CSS Selectors API Engine,"['css', 'css3', 'css4', 'matcher', 'selector']",,,52,40084427.333333336,115036.7711187214,73,0.868626930367582,0.49413669993268605,0.5577929208621616
1133,request-promise-native,1.0.9,The simplified HTTP request client 'request' with Promise support. Powered by native ES6 promises.,"['xhr', 'http', 'https', 'promise', 'request', 'then', 'thenable', 'native']","{'request-promise-core': '1.1.4', 'stealthy-require': '^1.1.1', 'tough-cookie': '^2.3.3'}","{'body-parser': '~1.15.2', 'chai': '~3.5.0', 'chalk': '~1.1.3', 'gulp': '~3.9.1', 'gulp-coveralls': '~0.1.4', 'gulp-eslint': '~2.1.0', 'gulp-istanbul': '~1.0.0', 'gulp-mocha': '~2.2.0', 'lodash': '~4.13.1', 'publish-please': '~2.1.4', 'request': '^2.34.0', 'rimraf': '~2.5.3', 'run-sequence': '~1.2.2'}",1189,45630684.333333336,130239.98641552508,2595,0.6394764943069364,0.6963296412257867,0.3243915287875966
1134,request-promise-core,1.1.4,Core Promise support implementation for the simplified HTTP request client 'request'.,"['xhr', 'http', 'https', 'promise', 'request', 'then', 'thenable', 'core']",{'lodash': '^4.17.19'},"{'@request/api': '^0.6.0', '@request/client': '^0.1.0', 'bluebird': '~3.4.1', 'body-parser': '~1.15.2', 'chai': '~3.5.0', 'chalk': '~1.1.3', 'gulp': '~3.9.1', 'gulp-coveralls': '~0.1.4', 'gulp-eslint': '~2.1.0', 'gulp-istanbul': '~1.0.0', 'gulp-mocha': '~2.2.0', 'node-version': '~1.0.0', 'publish-please': '~2.4.1', 'request': '^2.34.0', 'rimraf': '~2.5.3', 'run-sequence': '~1.2.2', 'stealthy-require': '~1.0.0'}",56,62315702.666666664,217971.52267884323,76,0.9883321884477054,0.5213245613688999,0.9998651952945008
1135,stealthy-require,1.1.1,The closest you can get to require something with bypassing the require cache,"['require', 'bypass', 'no', 'cache', 'fresh']",,"{'bcrypt': '~1.0.2', 'browserify': '~14.3.0', 'chai': '~3.5.0', 'chalk': '~1.1.3', 'gulp': '~3.9.1', 'gulp-coveralls': '~0.1.4', 'gulp-eslint': '~2.1.0', 'gulp-istanbul': '~1.1.1', 'gulp-mocha': '~3.0.1', 'mkdirp': '~0.5.1', 'publish-please': '~2.3.1', 'rimraf': '~2.6.1', 'run-sequence': '~1.2.2', 'webpack': '~1.15.0'}",24,47448619.666666664,149400.65580289194,66,0.9888747402721393,0.4912918914943505,0.9998651952945008
1136,saxes,5.0.1,An evented streaming XML parser in JavaScript,,{'xmlchars': '^2.2.0'},"{'@commitlint/cli': '^8.3.5', '@commitlint/config-angular': '^8.3.4', '@types/chai': '^4.2.11', '@types/mocha': '^7.0.2', '@typescript-eslint/eslint-plugin': '^2.27.0', '@typescript-eslint/eslint-plugin-tslint': '^2.27.0', '@typescript-eslint/parser': '^2.27.0', '@xml-conformance-suite/js': '^2.0.0', '@xml-conformance-suite/mocha': '^2.0.0', '@xml-conformance-suite/test-data': '^2.0.0', 'chai': '^4.2.0', 'conventional-changelog-cli': '^2.0.31', 'eslint': '^6.8.0', 'eslint-config-lddubeau-base': '^5.2.0', 'eslint-config-lddubeau-ts': '^1.1.7', 'eslint-import-resolver-typescript': '^2.0.0', 'eslint-plugin-import': '^2.20.2', 'eslint-plugin-jsx-a11y': '^6.2.3', 'eslint-plugin-prefer-arrow': '^1.2.0', 'eslint-plugin-react': '^7.19.0', 'eslint-plugin-simple-import-sort': '^5.0.2', 'husky': '^4.2.5', 'mocha': '^7.1.1', 'renovate-config-lddubeau': '^1.0.0', 'simple-dist-tag': '^1.0.2', 'ts-node': '^8.8.2', 'tsd': '^0.11.0', 'tslint': '^6.1.1', 'tslint-microsoft-contrib': '^6.2.0', 'typedoc': '^0.17.4', 'typescript': '^3.8.3'}",87,35406759.0,175169.11191019788,73,0.8348371147464844,0.505678235428016,0.9999052863923417
1137,xmlchars,2.2.0,Utilities for determining if characters belong to character classes defined by the XML specs.,"['XML', 'validation']",,"{'@commitlint/cli': '^8.1.0', '@commitlint/config-angular': '^8.1.0', '@types/chai': '^4.2.1', '@types/mocha': '^5.2.7', 'chai': '^4.2.0', 'conventional-changelog-cli': '^2.0.23', 'husky': '^3.0.5', 'mocha': '^6.2.0', 'ts-node': '^8.3.0', 'tslint': '^5.19.0', 'tslint-config-lddubeau': '^4.1.0', 'typescript': '^3.6.2'}",8,32172533.0,138931.5409246575,38,0.8348371147464844,0.45247522540735396,0.9998762599092421
1138,symbol-tree,3.2.4,Turn any collection of objects into its own efficient tree or linked list using Symbol,"['list', 'queue', 'stack', 'linked-list', 'tree', 'es6', 'dom', 'symbol']",,"{'babel-eslint': '^10.0.1', 'coveralls': '^3.0.0', 'eslint': '^5.16.0', 'eslint-plugin-import': '^2.2.0', 'istanbul': '^0.4.5', 'jsdoc-to-markdown': '^5.0.0', 'tape': '^4.0.0'}",101,43015130.333333336,117944.26272831054,105,0.9852093567861333,0.517213779981636,0.999894531306083
1139,w3c-hr-time,1.0.2,An implementation of the W3C High Resolution Time Level 2 specification.,,{'browser-process-hrtime': '^1.0.0'},"{'eslint': '^4.14.0', 'eslint-plugin-jest': '^21.5.0', 'jest': '^24.1.0'}",18,37173710.0,81141.68089802132,78,0.8448893104859356,0.4713502974836541,0.9998651952945008
1140,browser-process-hrtime,1.0.0,Shim for process.hrtime in the browser,,,,34,39859839.0,107886.0943112633,117,0.5115093104559891,0.49744965665193763,0.16661239741552122
1141,w3c-xmlserializer,2.0.0,A per-spec XML serializer implementation,"['dom', 'w3c', 'xml', 'xmlserializer']",{'xml-name-validator': '^3.0.0'},"{'eslint': '^6.8.0', 'jest': '^24.9.0', 'jsdom': '^15.2.1'}",26,36495353.666666664,170455.76797945204,60,0.8699497577759701,0.48316092587933657,0.999894531306083
1142,xml-name-validator,3.0.0,Validates whether a string matches the production for an XML name or qualified name,"['xml', 'name', 'qname']",,"{'eslint': '^2.9.0', 'mocha': '^2.4.5', 'waka': '0.1.2'}",22,44154319.0,135756.6463280061,106,0.8699497577759701,0.49695706297384423,0.9999405727453268
1143,ws,7.4.4,"Simple to use, blazing fast and thoroughly tested websocket client and server for Node.js","['HyBi', 'Push', 'RFC-6455', 'WebSocket', 'WebSockets', 'real-time']",,"{'benchmark': '^2.1.4', 'bufferutil': '^4.0.1', 'eslint': '^7.2.0', 'eslint-config-prettier': '^8.1.0', 'eslint-plugin-prettier': '^3.0.1', 'mocha': '^7.0.0', 'nyc': '^15.0.0', 'prettier': '^2.0.5', 'utf-8-validate': '^5.0.2'}",18534,144153148.66666666,462042.2350076104,8010,0.9863781561418503,0.8966421666643918,0.9998968056571242
