,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance
116,prop-types,15.7.2,Runtime type checking for React props and similar objects.,['react'],"{'loose-envify': '^1.4.0', 'object-assign': '^4.1.1', 'react-is': '^16.8.1'}","{'babel-jest': '^19.0.0', 'babel-preset-react': '^6.24.1', 'browserify': '^16.2.3', 'bundle-collapser': '^1.2.1', 'eslint': '^5.13.0', 'jest': '^19.0.2', 'react': '^15.5.1', 'uglifyify': '^3.0.4', 'uglifyjs': '^2.4.10'}",4391,39490127.333333336,91315.88451293757,30303,0.9336506340247103,0.8202255293240812,0.24104803539877434
117,react-is,17.0.2,Brand checking of React Elements.,['react'],,,206531,84181800.0,365258.08259132423,762,0.9003979043794126,0.8401388250890153,0.9725458560303673
118,fs-extra,9.1.0,"fs-extra contains methods that aren't included in the vanilla Node.js fs package. Such as recursive mkdir, copy, and remove.","['fs', 'file', 'file system', 'copy', 'directory', 'extra', 'mkdirp', 'mkdir', 'mkdirs', 'recursive', 'json', 'read', 'write', 'extra', 'delete', 'remove', 'touch', 'create', 'text', 'output', 'move', 'promise']","{'at-least-node': '^1.0.0', 'graceful-fs': '^4.2.0', 'jsonfile': '^6.0.1', 'universalify': '^2.0.0'}","{'coveralls': '^3.0.0', 'klaw': '^2.1.1', 'klaw-sync': '^3.0.2', 'minimist': '^1.1.1', 'mocha': '^5.0.5', 'nyc': '^15.0.0', 'proxyquire': '^2.0.1', 'read-dir-files': '^0.1.1', 'standard': '^14.1.0'}",8781,155927340.66666666,504259.5405821919,33953,0.9961363756061857,0.9082916572750193,0.8446634690219583
119,at-least-node,1.0.0,Lightweight Node.js version sniffing/comparison,"['semver', 'feature']",,"{'ava': '^3.1.0', 'rewire': '^4.0.1', 'semver': '^7.1.2'}",5,30885064.0,240189.54998097412,34,0.8063986209419247,0.452957537320098,0.9999405727453268
120,graceful-fs,4.2.6,"A drop-in replacement for fs, making various improvements.","['fs', 'module', 'reading', 'retry', 'retries', 'queue', 'error', 'errors', 'handling', 'EMFILE', 'EAGAIN', 'EINVAL', 'EPERM', 'EACCESS']",,"{'import-fresh': '^2.0.0', 'mkdirp': '^0.5.0', 'rimraf': '^2.2.8', 'tap': '^12.7.0'}",1292,118354860.66666667,274721.2905060884,1873,0.8321119442909228,0.7219227233410266,0.6660840370654808
121,jsonfile,6.1.0,Easily read/write JSON files.,"['read', 'write', 'file', 'json', 'fs', 'fs-extra']","{'universalify': '^2.0.0', 'graceful-fs': '^4.1.6'}","{'mocha': '^8.2.0', 'rimraf': '^2.4.0', 'standard': '^16.0.1'}",1377,101123113.0,402797.9644596651,1987,0.9783863377025781,0.7273887013292155,0.999894531306083
122,vue,2.6.12,"Reactive, component-oriented view layer for modern web interfaces.",['vue'],,"{'@babel/core': '^7.0.0', '@babel/plugin-proposal-class-properties': '^7.1.0', '@babel/plugin-syntax-dynamic-import': '^7.0.0', '@babel/plugin-syntax-jsx': '^7.0.0', '@babel/plugin-transform-flow-strip-types': '^7.0.0', '@babel/preset-env': '^7.0.0', '@babel/register': '^7.0.0', '@types/node': '^12.12.0', '@types/webpack': '^4.4.22', 'acorn': '^5.2.1', 'babel-eslint': '^10.0.1', 'babel-helper-vue-jsx-merge-props': '^2.0.3', 'babel-loader': '^8.0.4', 'babel-plugin-istanbul': '^5.1.0', 'babel-plugin-transform-vue-jsx': '^4.0.1', 'babel-preset-flow-vue': '^1.0.0', 'buble': '^0.19.3', 'chalk': '^2.3.0', 'chromedriver': '^2.45.0', 'codecov': '^3.0.0', 'commitizen': '^2.9.6', 'conventional-changelog': '^1.1.3', 'cross-spawn': '^6.0.5', 'cz-conventional-changelog': '^2.0.0', 'de-indent': '^1.0.2', 'es6-promise': '^4.1.0', 'escodegen': '^1.8.1', 'eslint': '^5.7.0', 'eslint-plugin-flowtype': '^2.34.0', 'eslint-plugin-jasmine': '^2.8.4', 'file-loader': '^3.0.1', 'flow-bin': '^0.61.0', 'hash-sum': '^1.0.2', 'he': '^1.1.1', 'http-server': '^0.11.1', 'jasmine': '^2.99.0', 'jasmine-core': '^2.99.0', 'karma': '^3.1.1', 'karma-chrome-launcher': '^2.1.1', 'karma-coverage': '^1.1.1', 'karma-firefox-launcher': '^1.0.1', 'karma-jasmine': '^1.1.0', 'karma-mocha-reporter': '^2.2.3', 'karma-phantomjs-launcher': '^1.0.4', 'karma-safari-launcher': '^1.0.0', 'karma-sauce-launcher': '^2.0.2', 'karma-sourcemap-loader': '^0.3.7', 'karma-webpack': '^4.0.0-rc.2', 'lint-staged': '^8.0.0', 'lodash': '^4.17.4', 'lodash.template': '^4.4.0', 'lodash.uniq': '^4.5.0', 'lru-cache': '^5.1.1', 'nightwatch': '^0.9.16', 'nightwatch-helpers': '^1.2.0', 'phantomjs-prebuilt': '^2.1.14', 'puppeteer': '^1.11.0', 'resolve': '^1.3.3', 'rollup': '^1.0.0', 'rollup-plugin-alias': '^1.3.1', 'rollup-plugin-buble': '^0.19.6', 'rollup-plugin-commonjs': '^9.2.0', 'rollup-plugin-flow-no-whitespace': '^1.0.0', 'rollup-plugin-node-resolve': '^4.0.0', 'rollup-plugin-replace': '^2.0.0', 'selenium-server': '^2.53.1', 'serialize-javascript': '^3.1.0', 'shelljs': '^0.8.1', 'terser': '^3.10.2', 'typescript': '^3.6.4', 'webpack': '~4.28.4', 'weex-js-runtime': '^0.23.6', 'weex-styler': '^0.3.0', 'yorkie': '^2.0.0'}",216560,9274816.666666666,22892.052987062416,35313,0.8281908034185881,0.8459015221437691,0.9970775594897893
123,debug,4.3.1,small debugging utility,"['debug', 'log', 'debugger']",{'ms': '2.1.2'},"{'brfs': '^2.0.1', 'browserify': '^16.2.3', 'coveralls': '^3.0.2', 'istanbul': '^0.4.5', 'karma': '^3.1.4', 'karma-browserify': '^6.0.0', 'karma-chrome-launcher': '^2.2.0', 'karma-mocha': '^1.3.0', 'mocha': '^5.2.0', 'mocha-lcov-reporter': '^1.2.0', 'xo': '^0.23.0'}",11146,397907693.3333333,1312313.881259513,29508,0.8176883930011646,0.9204994668720634,0.6560319863995477
124,uuid,8.3.2,"RFC4122 (v1, v4, and v5) UUIDs","['uuid', 'guid', 'rfc4122']",,"{'@babel/cli': '7.11.6', '@babel/core': '7.11.6', '@babel/preset-env': '7.11.5', '@commitlint/cli': '11.0.0', '@commitlint/config-conventional': '11.0.0', '@rollup/plugin-node-resolve': '9.0.0', 'babel-eslint': '10.1.0', 'bundlewatch': '0.3.1', 'eslint': '7.10.0', 'eslint-config-prettier': '6.12.0', 'eslint-config-standard': '14.1.1', 'eslint-plugin-import': '2.22.1', 'eslint-plugin-node': '11.1.0', 'eslint-plugin-prettier': '3.1.4', 'eslint-plugin-promise': '4.2.1', 'eslint-plugin-standard': '4.0.1', 'husky': '4.3.0', 'jest': '25.5.4', 'lint-staged': '10.4.0', 'npm-run-all': '4.1.5', 'optional-dev-dependency': '2.0.1', 'prettier': '2.1.2', 'random-seed': '0.3.0', 'rollup': '2.28.2', 'rollup-plugin-terser': '7.0.2', 'runmd': '1.3.2', 'standard-version': '9.0.0'}",11936,189260313.66666666,757490.8933028921,19604,0.8800019535154213,0.9127906024560217,0.9768316180993946
125,core-js,3.10.0,Standard library,"['ES3', 'ES5', 'ES6', 'ES7', 'ES2015', 'ES2016', 'ES2017', 'ES2018', 'ES2019', 'ES2020', 'ECMAScript 3', 'ECMAScript 5', 'ECMAScript 6', 'ECMAScript 7', 'ECMAScript 2015', 'ECMAScript 2016', 'ECMAScript 2017', 'ECMAScript 2018', 'ECMAScript 2019', 'ECMAScript 2020', 'Harmony', 'Strawman', 'Map', 'Set', 'WeakMap', 'WeakSet', 'Promise', 'Observable', 'Symbol', 'TypedArray', 'URL', 'URLSearchParams', 'queueMicrotask', 'setImmediate', 'polyfill', 'ponyfill', 'shim']",,,15862,133933922.66666667,290029.0126331812,25189,0.8786791261070332,0.9211672492154146,0.9611805261193561
126,async,3.2.0,Higher-order functions and common patterns for asynchronous code,"['async', 'callback', 'module', 'utility']",,"{'babel-core': '^6.26.3', 'babel-eslint': '^8.2.6', 'babel-minify': '^0.5.0', 'babel-plugin-add-module-exports': '^0.2.1', 'babel-plugin-istanbul': '^5.1.4', 'babel-plugin-syntax-async-generators': '^6.13.0', 'babel-plugin-transform-es2015-modules-commonjs': '^6.26.2', 'babel-preset-es2015': '^6.3.13', 'babel-preset-es2017': '^6.22.0', 'babel-register': '^6.26.0', 'babelify': '^8.0.0', 'benchmark': '^2.1.1', 'bluebird': '^3.4.6', 'browserify': '^16.2.3', 'chai': '^4.2.0', 'cheerio': '^0.22.0', 'coveralls': '^3.0.4', 'es6-promise': '^2.3.0', 'eslint': '^6.0.1', 'eslint-plugin-prefer-arrow': '^1.1.5', 'fs-extra': '^0.26.7', 'jsdoc': '^3.6.2', 'karma': '^4.1.0', 'karma-browserify': '^5.3.0', 'karma-edge-launcher': '^0.4.2', 'karma-firefox-launcher': '^1.1.0', 'karma-junit-reporter': '^1.2.0', 'karma-mocha': '^1.2.0', 'karma-mocha-reporter': '^2.2.0', 'karma-safari-launcher': '^1.0.0', 'mocha': '^6.1.4', 'mocha-junit-reporter': '^1.18.0', 'native-promise-only': '^0.8.0-a', 'nyc': '^14.1.1', 'rimraf': '^2.5.0', 'rollup': '^0.63.4', 'rollup-plugin-node-resolve': '^2.0.0', 'rollup-plugin-npm': '^2.0.0', 'rsvp': '^3.0.18', 'semver': '^5.5.0', 'yargs': '^11.0.0'}",31431,157392602.0,451650.5630136987,23800,0.9997829744952641,0.9516866358018776,0.999894531306083
127,bluebird,3.7.2,Full featured Promises/A+ implementation with exceptionally good performance,"['promise', 'performance', 'promises', 'promises-a', 'promises-aplus', 'async', 'await', 'deferred', 'deferreds', 'future', 'flow control', 'dsl', 'fluent interface']",,"{'acorn': '^6.0.2', 'acorn-walk': '^6.1.0', 'baconjs': '^0.7.43', 'bluebird': '^2.9.2', 'body-parser': '^1.10.2', 'browserify': '^8.1.1', 'cli-table': '~0.3.1', 'co': '^4.2.0', 'cross-spawn': '^0.2.3', 'glob': '^4.3.2', 'grunt-saucelabs': '~8.4.1', 'highland': '^2.3.0', 'istanbul': '^0.3.5', 'jshint': '^2.6.0', 'jshint-stylish': '~0.2.0', 'kefir': '^2.4.1', 'mkdirp': '~0.5.0', 'mocha': '~2.1', 'open': '~0.0.5', 'optimist': '~0.6.1', 'rimraf': '~2.2.6', 'rx': '^2.3.25', 'serve-static': '^1.7.1', 'sinon': '~1.7.3', 'uglify-js': '~2.4.16'}",22994,90568746.33333333,171234.12264079158,19600,0.9654687553180948,0.9153361020747486,0.672121158788791
128,classnames,2.3.1,A simple utility for conditionally joining classNames together,"['react', 'css', 'classes', 'classname', 'classnames', 'util', 'utility']",,"{'benchmark': '^2.1.4', 'browserify': '^17.0.0', 'mocha': '^8.3.2'}",14652,26697504.0,67319.37043378994,18490,0.8448893104859356,0.8386247822782271,0.9999037640920476
129,inquirer,8.0.0,A collection of common interactive command line user interfaces.,"['command', 'prompt', 'stdin', 'cli', 'tty', 'menu']","{'ansi-escapes': '^4.2.1', 'chalk': '^4.1.0', 'cli-cursor': '^3.1.0', 'cli-width': '^3.0.0', 'external-editor': '^3.0.3', 'figures': '^3.0.0', 'lodash': '^4.17.21', 'mute-stream': '0.0.8', 'run-async': '^2.4.0', 'rxjs': '^6.6.6', 'string-width': '^4.1.0', 'strip-ansi': '^6.0.0', 'through': '^2.3.6'}","{'chai': '^4.3.0', 'chalk-pipe': '^5.0.0', 'cmdify': '^0.0.4', 'mocha': '^8.3.0', 'mockery': '^2.1.0', 'nyc': '^15.0.0', 'sinon': '^9.2.4'}",15512,92237804.66666667,98248.15494672756,22767,0.9128603639608909,0.8940888916688599,0.6610000586849987
130,ansi-escapes,4.3.2,ANSI escape codes for manipulating the terminal,"['ansi', 'terminal', 'console', 'cli', 'string', 'tty', 'escape', 'escapes', 'formatting', 'shell', 'xterm', 'log', 'logging', 'command-line', 'text', 'vt100', 'sequence', 'control', 'code', 'codes', 'cursor', 'iterm', 'iterm2']",{'type-fest': '^0.21.3'},"{'@types/node': '^13.7.7', 'ava': '^2.1.0', 'tsd': '^0.14.0', 'xo': '^0.25.3'}",385,104123441.0,229729.91356544907,541,0.7742558622151922,0.632105722026179,0.999894531306083
131,type-fest,1.0.1,A collection of essential TypeScript types,"['typescript', 'ts', 'types', 'utility', 'util', 'utilities', 'omit', 'merge', 'json']",,"{'@sindresorhus/tsconfig': '~0.7.0', 'expect-type': '^0.11.0', 'tsd': '^0.14.0', 'typescript': '^4.1.3', 'xo': '^0.36.1'}",4709,193022070.0,966664.8790525112,398,0.5399478042605488,0.7253603739205419,0.9217584041155764
132,chalk,4.1.0,Terminal string styling done right,"['color', 'colour', 'colors', 'terminal', 'console', 'cli', 'string', 'str', 'ansi', 'style', 'styles', 'tty', 'formatting', 'rgb', '256', 'shell', 'xterm', 'log', 'logging', 'command-line', 'text']","{'ansi-styles': '^4.1.0', 'supports-color': '^7.1.0'}","{'ava': '^2.4.0', 'coveralls': '^3.0.7', 'execa': '^4.0.0', 'import-fresh': '^3.1.0', 'matcha': '^0.7.0', 'nyc': '^15.0.0', 'resolve-from': '^5.0.0', 'tsd': '^0.7.4', 'xo': '^0.28.2'}",17627,270704432.0,948333.2457762556,56930,0.8944135914991744,0.9463422859896276,0.999894531306083
133,cli-cursor,3.1.0,Toggle the CLI cursor,"['cli', 'cursor', 'ansi', 'toggle', 'display', 'show', 'hide', 'term', 'terminal', 'console', 'tty', 'shell', 'command-line']",{'restore-cursor': '^3.1.0'},"{'@types/node': '^12.0.7', 'ava': '^2.1.0', 'tsd': '^0.7.2', 'xo': '^0.24.0'}",95,87748980.33333333,180194.54073439876,274,0.9554165595786436,0.570807949106506,0.999894531306083
134,restore-cursor,3.1.0,Gracefully restore the CLI cursor on exit,"['exit', 'quit', 'process', 'graceful', 'shutdown', 'sigterm', 'sigint', 'terminate', 'kill', 'stop', 'cli', 'cursor', 'ansi', 'show', 'term', 'terminal', 'console', 'tty', 'shell', 'command-line']","{'onetime': '^5.1.0', 'signal-exit': '^3.0.2'}","{'tsd': '^0.7.2', 'xo': '^0.24.0'}",37,89827142.66666667,152895.60148401826,118,0.8405443919475527,0.529547963310881,0.9999405727453268
135,onetime,5.1.2,Ensure a function is only called once,"['once', 'function', 'one', 'onetime', 'func', 'fn', 'single', 'call', 'called', 'prevent']",{'mimic-fn': '^2.1.0'},"{'ava': '^1.4.1', 'tsd': '^0.7.1', 'xo': '^0.24.0'}",158,110136851.66666667,296868.7187404871,157,0.8259292248662641,0.5764591235834468,0.999894531306083
136,mimic-fn,3.1.0,Make a function mimic another one,"['function', 'mimic', 'imitate', 'rename', 'copy', 'inherit', 'properties', 'name', 'func', 'fn', 'set', 'infer', 'change']",,"{'ava': '^2.1.0', 'tsd': '^0.7.1', 'xo': '^0.24.0'}",94,103236550.0,233612.6052511416,151,0.9203039165491579,0.5608154314243955,0.999894531306083
137,signal-exit,3.0.3,when you want to fire an event no matter how a process exits.,"['signal', 'exit']",,"{'chai': '^3.5.0', 'coveralls': '^2.11.10', 'nyc': '^8.1.0', 'standard': '^8.1.0', 'standard-version': '^2.3.0', 'tap': '^8.0.1'}",179,82713518.0,181294.50199771696,362,0.9809346257577729,0.5912481328660455,0.999894531306083
138,cli-width,3.0.0,"Get stdout window width, with two fallbacks, tty and then a default.",,,"{'coveralls': '^3.0.11', 'nyc': '^15.0.1', 'standard-version': '^7.1.0', 'tap-spec': '^5.0.0', 'tape': '^4.13.2'}",37,65764382.0,179087.42193683411,139,0.9452557581690464,0.5282414177158409,0.999894531306083
139,external-editor,3.1.0,Edit a string with the users preferred text editor using $VISUAL or $ENVIRONMENT,"['editor', 'external', 'user', 'visual']","{'chardet': '^0.7.0', 'iconv-lite': '^0.4.24', 'tmp': '^0.0.33'}","{'@types/chai': '^4.1.4', '@types/chardet': '^0.5.0', '@types/mocha': '^5.2.5', '@types/node': '^10.14.12', '@types/tmp': '0.0.33', 'chai': '^4.0.0', 'es6-shim': '^0.35.3', 'mocha': '^5.2.0', 'ts-node': '^7.0.1', 'tslint': '^5.18.0', 'typescript': '^3.5.2'}",54,57511998.666666664,46809.07851978694,124,0.907997948676369,0.5013765902968467,0.999894531306083
140,chardet,1.3.0,Character encoding detector,"['encoding', 'character', 'utf8', 'detector', 'chardet', 'icu', 'character detection', 'character encoding', 'language', 'iconv', 'iconv-light', 'UTF-8', 'UTF-16', 'UTF-32', 'ISO-2022-JP', 'ISO-2022-KR', 'ISO-2022-CN', 'Shift_JIS', 'Big5', 'EUC-JP', 'EUC-KR', 'GB18030', 'ISO-8859-1', 'ISO-8859-2', 'ISO-8859-5', 'ISO-8859-6', 'ISO-8859-7', 'ISO-8859-8', 'ISO-8859-9', 'windows-1250', 'windows-1251', 'windows-1252', 'windows-1253', 'windows-1254', 'windows-1255', 'windows-1256', 'KOI8-R']",,"{'@types/jest': '^26.0.14', '@types/node': '^14.11.2', '@typescript-eslint/eslint-plugin': '^4.2.0', '@typescript-eslint/parser': '^4.2.0', 'eslint': '^7.9.0', 'jest': '^26.4.2', 'prettier': '^2.1.2', 'semantic-release': '^17.1.2', 'ts-jest': '^26.4.0', 'typescript': '^4.0.3'}",156,55876159.0,81280.44579528156,150,0.9203039165491579,0.5366810262100521,0.999894531306083
141,tmp,0.2.1,Temporary file and directory creator,"['temporary', 'tmp', 'temp', 'tempdir', 'tempfile', 'tmpdir', 'tmpfile']",{'rimraf': '^3.0.0'},"{'eslint': '^6.3.0', 'eslint-plugin-mocha': '^6.1.1', 'istanbul': '^0.4.5', 'lerna-changelog': '^1.0.1', 'mocha': '^6.2.0'}",788,84209332.0,205309.16286149167,2819,0.8931632996779908,0.711861470146636,0.5748847687749866
142,rimraf,3.0.2,A deep deletion module for node (like `rm -rf`),,{'glob': '^7.1.3'},"{'mkdirp': '^0.5.1', 'tap': '^12.1.1'}",4766,178110813.66666666,447752.3103120243,10774,0.976578593391807,0.8529585890639748,0.2916764735209386
143,glob,7.1.6,a little globber,,"{'fs.realpath': '^1.0.0', 'inflight': '^1.0.4', 'inherits': '2', 'minimatch': '^3.0.4', 'once': '^1.3.0', 'path-is-absolute': '^1.0.0'}","{'mkdirp': '0', 'rimraf': '^2.2.8', 'tap': '^12.0.1', 'tick': '0.0.6'}",7754,150321600.33333334,180712.53590182657,17239,0.9520786269126938,0.876788743245568,0.4412441174951339
144,fs.realpath,1.0.0,"Use node's fs.realpath, but fall back to the JS implementation if the native one fails","['realpath', 'fs', 'polyfill']",,,32,77296854.66666667,179175.02652207017,219,0.8179011286168503,0.5431458859027263,0.9998651952945008
145,inflight,1.0.6,Add callbacks to requests in flight to avoid async duplication,,"{'once': '^1.3.0', 'wrappy': '1'}",{'tap': '^7.1.2'},106,83771425.66666667,191548.99381659052,261,0.8730118181309146,0.5712535452730331,0.9998651952945008
146,once,1.4.0,Run a function exactly one time,"['once', 'function', 'one', 'single']",{'wrappy': '1'},{'tap': '^7.0.1'},274,113524854.0,357921.4835996956,1067,0.8696233385051158,0.6552057528375133,0.999894531306083
147,wrappy,1.0.2,Callback wrapping utility,,,{'tap': '^2.3.1'},104,94475140.33333333,317999.6223363774,246,0.8716166576501501,0.5783355893172684,0.9998651952945008
148,minimatch,3.0.4,a glob matcher in javascript,,{'brace-expansion': '^1.1.7'},{'tap': '^10.3.2'},2696,90886745.66666667,159687.41548706242,4064,0.9483748825832548,0.7687822866984421,0.17919569290709655
149,brace-expansion,2.0.1,Brace expansion as known from sh/bash,,{'balanced-match': '^1.0.0'},"{'@c4312/matcha': '^1.3.1', 'tape': '^4.6.0'}",193,79999622.66666667,169573.44469178084,247,0.9482753241719206,0.57912676240636,0.999894531306083
150,balanced-match,1.0.0,"Match balanced character pairs, like ""{"" and ""}""","['match', 'regexp', 'test', 'balanced', 'parse']",,"{'matcha': '^0.7.0', 'tape': '^4.6.0'}",136,87330116.33333333,204322.83158295287,270,0.9482753241719206,0.5792217100077519,0.999894531306083
151,path-is-absolute,2.0.0,Node.js 0.12 path.isAbsolute() ponyfill,"['path', 'paths', 'file', 'dir', 'absolute', 'isabsolute', 'is-absolute', 'built-in', 'util', 'utils', 'core', 'ponyfill', 'polyfill', 'shim', 'is', 'detect', 'check']",,{'xo': '^0.16.0'},59,86420547.0,249520.73143074592,596,0.5803561122886093,0.5924408124878984,0.5
152,figures,3.2.0,Unicode symbols with Windows CMD fallbacks,"['unicode', 'cli', 'cmd', 'command-line', 'characters', 'symbol', 'symbols', 'figure', 'figures', 'fallback']",{'escape-string-regexp': '^1.0.5'},"{'ava': '^1.4.1', 'markdown-table': '^1.1.2', 'tsd': '^0.7.2', 'xo': '^0.24.0'}",493,97503319.66666667,125385.78576864547,902,0.9113960266689376,0.6466876030833886,0.9999405723499932
153,escape-string-regexp,4.0.0,Escape RegExp special characters,"['escape', 'regex', 'regexp', 'regular', 'expression', 'string', 'special', 'characters']",,"{'ava': '^1.4.1', 'tsd': '^0.11.0', 'xo': '^0.28.3'}",522,139385225.0,693237.2508371384,1608,0.9203039165491579,0.6955695754689598,0.999894531306083
154,lodash,4.17.21,Lodash modular utilities.,"['modules', 'stdlib', 'util']",,,56852,175394745.66666666,561790.0786529682,91889,0.6779972489515405,0.9832919824411644,0.9835760839038322
155,mute-stream,0.0.8,"Bytes go in, but they don't come out (when muted).","['mute', 'stream', 'pipe']",,{'tap': '^12.1.1'},84,74653473.33333333,95233.6080289192,155,0.7247469832779041,0.5368507153493312,0.4196077225352087
156,run-async,2.4.1,Utility method to run function either synchronously or asynchronously using the common `this.async()` style.,"['flow', 'flow-control', 'async']",,{'mocha': '^7.1.0'},37,54975393.666666664,53481.78921232879,156,0.930098667272069,0.5029570637350459,0.999894531306083
157,rxjs,6.6.7,Reactive Extensions for modern JavaScript,"['Rx', 'RxJS', 'ReactiveX', 'ReactiveExtensions', 'Streams', 'Observables', 'Observable', 'Stream', 'ES6', 'ES2015']",{'tslib': '^1.9.0'},"{'@angular-devkit/build-optimizer': '0.4.6', '@angular-devkit/schematics': '^0.5.4', '@types/chai': '4.1.2', '@types/lodash': '4.14.102', '@types/mocha': '2.2.48', '@types/node': '9.4.5', '@types/sinon': '4.1.3', '@types/sinon-chai': '2.7.29', '@types/source-map': '^0.5.2', 'babel-polyfill': '6.26.0', 'benchmark': '2.1.0', 'benchpress': '2.0.0-beta.1', 'chai': '4.1.2', 'check-side-effects': '0.0.20', 'color': '3.0.0', 'colors': '1.1.2', 'commitizen': '2.9.6', 'coveralls': '3.0.0', 'cross-env': '5.1.3', 'cz-conventional-changelog': '1.2.0', 'danger': '1.1.0', 'dependency-cruiser': '2.13.0', 'doctoc': '1.3.0', 'dtslint': '0.6.1', 'escape-string-regexp': '1.0.5', 'esdoc': '0.4.7', 'eslint': '4.17.0', 'eslint-plugin-jasmine': '^2.10.1', 'fs-extra': '5.0.0', 'get-folder-size': '1.0.1', 'glob': '7.1.2', 'gm': '1.23.1', 'google-closure-compiler-js': '20170218.0.0', 'gzip-size': '4.1.0', 'http-server': '0.11.1', 'husky': '0.14.3', 'klaw-sync': '3.0.2', 'lint-staged': '7.1.1', 'lodash': '4.17.5', 'markdown-doctest': '0.9.1', 'minimist': '1.2.0', 'mkdirp': '^1.0.4', 'mocha': '5.0.0', 'mocha-in-sauce': '0.0.1', 'npm-run-all': '4.1.2', 'nyc': '11.4.1', 'opn-cli': '3.1.0', 'platform': '1.3.5', 'promise': '8.0.1', 'protractor': '3.1.1', 'rollup': '0.66.6', 'rollup-plugin-alias': '1.4.0', 'rollup-plugin-inject': '2.0.0', 'rollup-plugin-node-resolve': '2.0.0', 'rx': 'latest', 'rxjs': '^5.5.7', 'shx': '^0.3.2', 'sinon': '4.3.0', 'sinon-chai': '2.14.0', 'source-map-support': '0.5.3', 'symbol-observable': '1.0.1', 'systemjs': '^0.21.0', 'ts-api-guardian': '^0.5.0', 'ts-node': '6.1.0', 'tsconfig-paths': '3.2.0', 'tslint': '5.9.1', 'tslint-etc': '1.2.6', 'tslint-no-toplevel-property-access': '0.0.2', 'tslint-no-unused-expression-chai': '0.0.3', 'typescript': '^3.0.1', 'validate-commit-msg': '2.14.0', 'webpack': '1.13.1', 'xmlhttprequest': '1.8.0'}",27647,96199302.33333333,203074.12026255706,16577,0.7822340650989185,0.9213856861278424,0.9386990485333009
158,tslib,2.1.0,Runtime library for TypeScript helper functions,"['TypeScript', 'Microsoft', 'compiler', 'language', 'javascript', 'tslib', 'runtime']",,,920,149239181.0,745092.7449391172,39054,0.8540986051313582,0.8235146183602569,0.6665514235070469
159,string-width,4.2.2,Get the visual width of a string - the number of columns required to display it,"['string', 'character', 'unicode', 'width', 'visual', 'column', 'columns', 'fullwidth', 'full-width', 'full', 'ansi', 'escape', 'codes', 'cli', 'command-line', 'terminal', 'console', 'cjk', 'chinese', 'japanese', 'korean', 'fixed-width']","{'emoji-regex': '^8.0.0', 'is-fullwidth-code-point': '^3.0.0', 'strip-ansi': '^6.0.0'}","{'ava': '^1.4.1', 'tsd': '^0.7.1', 'xo': '^0.24.0'}",256,251903460.66666666,689491.1150875189,509,0.8259292248662641,0.637074486978331,0.999894531306083
160,emoji-regex,9.2.2,A regular expression to match all Emoji-only symbols as per the Unicode Standard.,"['unicode', 'regex', 'regexp', 'regular expressions', 'code points', 'symbols', 'characters', 'emoji']",,"{'@babel/cli': '^7.4.4', '@babel/core': '^7.4.4', '@babel/plugin-proposal-unicode-property-regex': '^7.4.4', '@babel/preset-env': '^7.4.4', '@unicode/unicode-13.0.0': '^1.0.3', 'mocha': '^6.1.4', 'regexgen': '^1.3.0'}",1278,146159266.0,584451.9089231356,274,0.989212830938851,0.6600769869576455,0.999894531306083
161,is-fullwidth-code-point,3.0.0,Check if the character represented by a given Unicode code point is fullwidth,"['fullwidth', 'full-width', 'full', 'width', 'unicode', 'character', 'string', 'codepoint', 'code', 'point', 'is', 'detect', 'check']",,"{'ava': '^1.3.1', 'tsd-check': '^0.5.0', 'xo': '^0.24.0'}",60,200256018.0,602544.0862442921,182,0.9503620063538559,0.5742571380853142,0.9999405727453268
162,strip-ansi,6.0.0,Strip ANSI escape codes from a string,"['strip', 'trim', 'remove', 'ansi', 'styles', 'color', 'colour', 'colors', 'terminal', 'console', 'string', 'tty', 'escape', 'formatting', 'rgb', '256', 'shell', 'xterm', 'log', 'logging', 'command-line', 'text']",{'ansi-regex': '^5.0.0'},"{'ava': '^2.4.0', 'tsd': '^0.10.0', 'xo': '^0.25.3'}",342,320163344.6666667,996864.8632610347,2157,0.9554165595786436,0.7008054809245442,0.9999405727453268
163,ansi-regex,5.0.0,Regular expression for matching ANSI escape codes,"['ansi', 'styles', 'color', 'colour', 'colors', 'terminal', 'console', 'cli', 'string', 'tty', 'escape', 'formatting', 'rgb', '256', 'shell', 'xterm', 'command-line', 'text', 'regex', 'regexp', 're', 'match', 'test', 'find', 'pattern']",,"{'ava': '^2.4.0', 'tsd': '^0.9.0', 'xo': '^0.25.3'}",164,293496850.0,884489.6606544899,379,0.9554165595786436,0.6173164582417425,0.999894531306083
164,through,2.3.8,simplified stream construction,"['stream', 'streams', 'user-streams', 'pipe']",,"{'stream-spec': '~0.3.5', 'tape': '~2.3.2', 'from': '~0.1.3'}",851,69442706.0,243218.37950913236,2076,0.9269780657740839,0.6987461706900691,0.9998651952945008
